facility__i_d,measure__i_d,value,footnote,start__date,end__date
50771,MSPB-1,1.261364,,01/01/2022,12/31/2022
50772,MSPB-1,0.867278,,01/01/2022,12/31/2022
50775,MSPB-1,1.025907,,01/01/2022,12/31/2022
50776,MSPB-1,1.238927,,01/01/2022,12/31/2022
50777,MSPB-1,0.904405,,01/01/2022,12/31/2022
50778,MSPB-1,,1.0,01/01/2022,12/31/2022
50779,MSPB-1,0.963048,,01/01/2022,12/31/2022
50780,MSPB-1,1.291799,,01/01/2022,12/31/2022
50782,MSPB-1,1.120792,,01/01/2022,12/31/2022
50783,MSPB-1,0.996097,,01/01/2022,12/31/2022
50784,MSPB-1,0.960733,,01/01/2022,12/31/2022
50785,MSPB-1,0.881655,,01/01/2022,12/31/2022
60001,MSPB-1,1.036166,,01/01/2022,12/31/2022
60003,MSPB-1,1.031141,,01/01/2022,12/31/2022
60004,MSPB-1,0.994109,,01/01/2022,12/31/2022
60006,MSPB-1,0.942192,,01/01/2022,12/31/2022
60008,MSPB-1,0.962002,,01/01/2022,12/31/2022
60009,MSPB-1,0.999249,,01/01/2022,12/31/2022
60010,MSPB-1,0.993733,,01/01/2022,12/31/2022
60011,MSPB-1,0.869068,,01/01/2022,12/31/2022
60012,MSPB-1,0.933093,,01/01/2022,12/31/2022
60013,MSPB-1,0.907806,,01/01/2022,12/31/2022
60014,MSPB-1,1.05347,,01/01/2022,12/31/2022
60015,MSPB-1,1.016709,,01/01/2022,12/31/2022
60020,MSPB-1,0.940775,,01/01/2022,12/31/2022
60022,MSPB-1,1.016888,,01/01/2022,12/31/2022
60023,MSPB-1,1.021184,,01/01/2022,12/31/2022
60024,MSPB-1,0.97799,,01/01/2022,12/31/2022
60027,MSPB-1,0.927326,,01/01/2022,12/31/2022
60028,MSPB-1,0.993247,,01/01/2022,12/31/2022
60030,MSPB-1,1.001504,,01/01/2022,12/31/2022
60031,MSPB-1,0.99894,,01/01/2022,12/31/2022
60032,MSPB-1,1.002731,,01/01/2022,12/31/2022
60034,MSPB-1,1.022261,,01/01/2022,12/31/2022
60044,MSPB-1,1.17102,,01/01/2022,12/31/2022
60049,MSPB-1,0.903915,,01/01/2022,12/31/2022
60054,MSPB-1,0.956947,,01/01/2022,12/31/2022
60064,MSPB-1,0.967048,,01/01/2022,12/31/2022
60065,MSPB-1,1.046675,,01/01/2022,12/31/2022
60071,MSPB-1,0.995546,,01/01/2022,12/31/2022
60075,MSPB-1,1.048267,,01/01/2022,12/31/2022
60076,MSPB-1,0.971838,,01/01/2022,12/31/2022
60096,MSPB-1,1.022107,,01/01/2022,12/31/2022
60100,MSPB-1,0.997591,,01/01/2022,12/31/2022
60103,MSPB-1,0.991928,,01/01/2022,12/31/2022
60104,MSPB-1,0.941967,,01/01/2022,12/31/2022
60107,MSPB-1,,1.0,01/01/2022,12/31/2022
60112,MSPB-1,0.988976,,01/01/2022,12/31/2022
60113,MSPB-1,0.964012,,01/01/2022,12/31/2022
60114,MSPB-1,0.961394,,01/01/2022,12/31/2022
60116,MSPB-1,1.01484,,01/01/2022,12/31/2022
60117,MSPB-1,0.871584,,01/01/2022,12/31/2022
60118,MSPB-1,0.819128,,01/01/2022,12/31/2022
60119,MSPB-1,1.029464,,01/01/2022,12/31/2022
60124,MSPB-1,0.920862,,01/01/2022,12/31/2022
60125,MSPB-1,0.934866,,01/01/2022,12/31/2022
60126,MSPB-1,0.9389,,01/01/2022,12/31/2022
60128,MSPB-1,1.033288,,01/01/2022,12/31/2022
60129,MSPB-1,0.950004,,01/01/2022,12/31/2022
60130,MSPB-1,0.926275,,01/01/2022,12/31/2022
60131,MSPB-1,1.026928,,01/01/2022,12/31/2022
60132,MSPB-1,0.97829,,01/01/2022,12/31/2022
70002,MSPB-1,1.033677,,01/01/2022,12/31/2022
70003,MSPB-1,0.977206,,01/01/2022,12/31/2022
70004,MSPB-1,0.980159,,01/01/2022,12/31/2022
70005,MSPB-1,0.952429,,01/01/2022,12/31/2022
70006,MSPB-1,1.050773,,01/01/2022,12/31/2022
70007,MSPB-1,0.951807,,01/01/2022,12/31/2022
70008,MSPB-1,0.987768,,01/01/2022,12/31/2022
70010,MSPB-1,1.012708,,01/01/2022,12/31/2022
70011,MSPB-1,1.040557,,01/01/2022,12/31/2022
70012,MSPB-1,1.076522,,01/01/2022,12/31/2022
70016,MSPB-1,1.023136,,01/01/2022,12/31/2022
70017,MSPB-1,0.994901,,01/01/2022,12/31/2022
70018,MSPB-1,0.968481,,01/01/2022,12/31/2022
70020,MSPB-1,1.00492,,01/01/2022,12/31/2022
70021,MSPB-1,0.94592,,01/01/2022,12/31/2022
70022,MSPB-1,1.012997,,01/01/2022,12/31/2022
70024,MSPB-1,0.945226,,01/01/2022,12/31/2022
70025,MSPB-1,1.039501,,01/01/2022,12/31/2022
70027,MSPB-1,0.965203,,01/01/2022,12/31/2022
70028,MSPB-1,1.055293,,01/01/2022,12/31/2022
70029,MSPB-1,1.063118,,01/01/2022,12/31/2022
70031,MSPB-1,1.010222,,01/01/2022,12/31/2022
70033,MSPB-1,0.98914,,01/01/2022,12/31/2022
70034,MSPB-1,1.021779,,01/01/2022,12/31/2022
70035,MSPB-1,1.0628,,01/01/2022,12/31/2022
70036,MSPB-1,1.022496,,01/01/2022,12/31/2022
80001,MSPB-1,1.029749,,01/01/2022,12/31/2022
80003,MSPB-1,0.995626,,01/01/2022,12/31/2022
80004,MSPB-1,1.039828,,01/01/2022,12/31/2022
80006,MSPB-1,1.012887,,01/01/2022,12/31/2022
80007,MSPB-1,1.011886,,01/01/2022,12/31/2022
80009,MSPB-1,1.043089,,01/01/2022,12/31/2022
90001,MSPB-1,0.981415,,01/01/2022,12/31/2022
90003,MSPB-1,1.019703,,01/01/2022,12/31/2022
90004,MSPB-1,1.000919,,01/01/2022,12/31/2022
90005,MSPB-1,0.942685,,01/01/2022,12/31/2022
90008,MSPB-1,1.013269,,01/01/2022,12/31/2022
90011,MSPB-1,0.991596,,01/01/2022,12/31/2022
100001,MSPB-1,0.975599,,01/01/2022,12/31/2022
100002,MSPB-1,1.060754,,01/01/2022,12/31/2022
100006,MSPB-1,0.993336,,01/01/2022,12/31/2022
100007,MSPB-1,0.969699,,01/01/2022,12/31/2022
100008,MSPB-1,1.055007,,01/01/2022,12/31/2022
100012,MSPB-1,0.987574,,01/01/2022,12/31/2022
100014,MSPB-1,0.961464,,01/01/2022,12/31/2022
100017,MSPB-1,0.996029,,01/01/2022,12/31/2022
100018,MSPB-1,0.993733,,01/01/2022,12/31/2022
100019,MSPB-1,1.06983,,01/01/2022,12/31/2022
100022,MSPB-1,1.135463,,01/01/2022,12/31/2022
100023,MSPB-1,0.937456,,01/01/2022,12/31/2022
100025,MSPB-1,1.00939,,01/01/2022,12/31/2022
100026,MSPB-1,1.049039,,01/01/2022,12/31/2022
100028,MSPB-1,1.002225,,01/01/2022,12/31/2022
100029,MSPB-1,1.143908,,01/01/2022,12/31/2022
100030,MSPB-1,0.929627,,01/01/2022,12/31/2022
100032,MSPB-1,1.096732,,01/01/2022,12/31/2022
100034,MSPB-1,1.037598,,01/01/2022,12/31/2022
100035,MSPB-1,1.032664,,01/01/2022,12/31/2022
100038,MSPB-1,1.059121,,01/01/2022,12/31/2022
100039,MSPB-1,1.096671,,01/01/2022,12/31/2022
100040,MSPB-1,0.991228,,01/01/2022,12/31/2022
100043,MSPB-1,1.026858,,01/01/2022,12/31/2022
100044,MSPB-1,1.040671,,01/01/2022,12/31/2022
100045,MSPB-1,0.983189,,01/01/2022,12/31/2022
100046,MSPB-1,0.905377,,01/01/2022,12/31/2022
100047,MSPB-1,1.014786,,01/01/2022,12/31/2022
100048,MSPB-1,1.017126,,01/01/2022,12/31/2022
100049,MSPB-1,0.998856,,01/01/2022,12/31/2022
100050,MSPB-1,1.062918,,01/01/2022,12/31/2022
100051,MSPB-1,0.936549,,01/01/2022,12/31/2022
100052,MSPB-1,1.014971,,01/01/2022,12/31/2022
100053,MSPB-1,1.222272,,01/01/2022,12/31/2022
100054,MSPB-1,0.932242,,01/01/2022,12/31/2022
100055,MSPB-1,1.019619,,01/01/2022,12/31/2022
100057,MSPB-1,0.907887,,01/01/2022,12/31/2022
100062,MSPB-1,0.985641,,01/01/2022,12/31/2022
100063,MSPB-1,0.990501,,01/01/2022,12/31/2022
100067,MSPB-1,1.028736,,01/01/2022,12/31/2022
100068,MSPB-1,0.956977,,01/01/2022,12/31/2022
100069,MSPB-1,1.00116,,01/01/2022,12/31/2022
100071,MSPB-1,1.053145,,01/01/2022,12/31/2022
100072,MSPB-1,0.966503,,01/01/2022,12/31/2022
100073,MSPB-1,1.061441,,01/01/2022,12/31/2022
100075,MSPB-1,0.980936,,01/01/2022,12/31/2022
100077,MSPB-1,1.060362,,01/01/2022,12/31/2022
100080,MSPB-1,0.984247,,01/01/2022,12/31/2022
100084,MSPB-1,1.016456,,01/01/2022,12/31/2022
100086,MSPB-1,1.091871,,01/01/2022,12/31/2022
100087,MSPB-1,1.020958,,01/01/2022,12/31/2022
100088,MSPB-1,0.97933,,01/01/2022,12/31/2022
100090,MSPB-1,1.034559,,01/01/2022,12/31/2022
100092,MSPB-1,0.959531,,01/01/2022,12/31/2022
100093,MSPB-1,1.017786,,01/01/2022,12/31/2022
100099,MSPB-1,1.000989,,01/01/2022,12/31/2022
100105,MSPB-1,1.013301,,01/01/2022,12/31/2022
100106,MSPB-1,0.982874,,01/01/2022,12/31/2022
100107,MSPB-1,0.879968,,01/01/2022,12/31/2022
100109,MSPB-1,1.010944,,01/01/2022,12/31/2022
100110,MSPB-1,1.025819,,01/01/2022,12/31/2022
100113,MSPB-1,0.997033,,01/01/2022,12/31/2022
100117,MSPB-1,0.95079,,01/01/2022,12/31/2022
100118,MSPB-1,0.908461,,01/01/2022,12/31/2022
100121,MSPB-1,1.031536,,01/01/2022,12/31/2022
100122,MSPB-1,1.066777,,01/01/2022,12/31/2022
100124,MSPB-1,0.945899,,01/01/2022,12/31/2022
100125,MSPB-1,1.027839,,01/01/2022,12/31/2022
100126,MSPB-1,,1.0,01/01/2022,12/31/2022
100127,MSPB-1,1.02495,,01/01/2022,12/31/2022
100128,MSPB-1,0.966734,,01/01/2022,12/31/2022
100130,MSPB-1,0.912833,,01/01/2022,12/31/2022
100131,MSPB-1,1.038116,,01/01/2022,12/31/2022
100132,MSPB-1,1.044504,,01/01/2022,12/31/2022
100134,MSPB-1,1.033636,,01/01/2022,12/31/2022
100135,MSPB-1,1.079725,,01/01/2022,12/31/2022
100137,MSPB-1,0.959654,,01/01/2022,12/31/2022
100140,MSPB-1,0.907911,,01/01/2022,12/31/2022
100142,MSPB-1,1.037282,,01/01/2022,12/31/2022
100150,MSPB-1,0.941691,,01/01/2022,12/31/2022
100151,MSPB-1,0.965675,,01/01/2022,12/31/2022
100154,MSPB-1,1.054148,,01/01/2022,12/31/2022
100156,MSPB-1,0.990139,,01/01/2022,12/31/2022
100157,MSPB-1,0.991835,,01/01/2022,12/31/2022
100161,MSPB-1,1.012406,,01/01/2022,12/31/2022
100166,MSPB-1,1.050598,,01/01/2022,12/31/2022
100167,MSPB-1,1.036039,,01/01/2022,12/31/2022
100168,MSPB-1,1.034677,,01/01/2022,12/31/2022
100173,MSPB-1,1.009406,,01/01/2022,12/31/2022
100175,MSPB-1,0.95271,,01/01/2022,12/31/2022
100176,MSPB-1,0.981794,,01/01/2022,12/31/2022
100177,MSPB-1,0.994096,,01/01/2022,12/31/2022
100179,MSPB-1,1.050628,,01/01/2022,12/31/2022
100180,MSPB-1,1.036645,,01/01/2022,12/31/2022
100181,MSPB-1,1.038291,,01/01/2022,12/31/2022
100183,MSPB-1,1.160044,,01/01/2022,12/31/2022
100187,MSPB-1,1.103632,,01/01/2022,12/31/2022
100189,MSPB-1,1.044297,,01/01/2022,12/31/2022
100191,MSPB-1,0.96692,,01/01/2022,12/31/2022
100200,MSPB-1,1.082441,,01/01/2022,12/31/2022
100204,MSPB-1,0.96005,,01/01/2022,12/31/2022
100206,MSPB-1,0.967315,,01/01/2022,12/31/2022
100209,MSPB-1,1.035218,,01/01/2022,12/31/2022
100211,MSPB-1,0.960587,,01/01/2022,12/31/2022
100212,MSPB-1,0.987583,,01/01/2022,12/31/2022
100213,MSPB-1,1.032022,,01/01/2022,12/31/2022
100217,MSPB-1,1.024697,,01/01/2022,12/31/2022
100220,MSPB-1,1.008169,,01/01/2022,12/31/2022
100223,MSPB-1,1.035596,,01/01/2022,12/31/2022
100224,MSPB-1,1.119055,,01/01/2022,12/31/2022
100226,MSPB-1,1.038311,,01/01/2022,12/31/2022
100228,MSPB-1,1.0399,,01/01/2022,12/31/2022
100230,MSPB-1,0.953101,,01/01/2022,12/31/2022
100231,MSPB-1,1.036925,,01/01/2022,12/31/2022
100232,MSPB-1,0.970172,,01/01/2022,12/31/2022
100236,MSPB-1,0.975139,,01/01/2022,12/31/2022
100238,MSPB-1,1.070382,,01/01/2022,12/31/2022
100242,MSPB-1,1.023438,,01/01/2022,12/31/2022
100243,MSPB-1,0.926887,,01/01/2022,12/31/2022
100244,MSPB-1,0.967071,,01/01/2022,12/31/2022
100246,MSPB-1,1.11775,,01/01/2022,12/31/2022
100248,MSPB-1,1.068029,,01/01/2022,12/31/2022
100249,MSPB-1,0.942687,,01/01/2022,12/31/2022
100252,MSPB-1,0.920343,,01/01/2022,12/31/2022
100253,MSPB-1,0.99422,,01/01/2022,12/31/2022
100254,MSPB-1,0.989563,,01/01/2022,12/31/2022
100256,MSPB-1,0.976023,,01/01/2022,12/31/2022
100258,MSPB-1,1.015491,,01/01/2022,12/31/2022
100259,MSPB-1,0.974074,,01/01/2022,12/31/2022
100260,MSPB-1,1.00071,,01/01/2022,12/31/2022
100264,MSPB-1,1.023767,,01/01/2022,12/31/2022
100265,MSPB-1,1.025687,,01/01/2022,12/31/2022
100266,MSPB-1,0.961859,,01/01/2022,12/31/2022
100267,MSPB-1,0.950747,,01/01/2022,12/31/2022
100268,MSPB-1,1.000543,,01/01/2022,12/31/2022
100269,MSPB-1,0.981234,,01/01/2022,12/31/2022
100275,MSPB-1,0.983334,,01/01/2022,12/31/2022
100276,MSPB-1,1.03749,,01/01/2022,12/31/2022
100281,MSPB-1,0.982264,,01/01/2022,12/31/2022
100284,MSPB-1,1.353697,,01/01/2022,12/31/2022
100285,MSPB-1,0.974852,,01/01/2022,12/31/2022
100286,MSPB-1,0.970291,,01/01/2022,12/31/2022
100287,MSPB-1,0.987032,,01/01/2022,12/31/2022
100288,MSPB-1,1.006635,,01/01/2022,12/31/2022
100289,MSPB-1,0.936129,,01/01/2022,12/31/2022
100290,MSPB-1,1.027489,,01/01/2022,12/31/2022
100291,MSPB-1,1.044586,,01/01/2022,12/31/2022
100292,MSPB-1,0.944787,,01/01/2022,12/31/2022
100296,MSPB-1,1.020929,,01/01/2022,12/31/2022
100299,MSPB-1,1.06782,,01/01/2022,12/31/2022
100302,MSPB-1,0.994852,,01/01/2022,12/31/2022
100307,MSPB-1,0.962068,,01/01/2022,12/31/2022
100313,MSPB-1,0.948131,,01/01/2022,12/31/2022
100314,MSPB-1,0.992036,,01/01/2022,12/31/2022
100315,MSPB-1,0.972964,,01/01/2022,12/31/2022
100316,MSPB-1,0.983111,,01/01/2022,12/31/2022
100319,MSPB-1,0.974278,,01/01/2022,12/31/2022
100320,MSPB-1,0.922792,,01/01/2022,12/31/2022
100321,MSPB-1,0.932902,,01/01/2022,12/31/2022
100329,MSPB-1,0.929787,,01/01/2022,12/31/2022
100330,MSPB-1,0.966153,,01/01/2022,12/31/2022
100350,MSPB-1,0.913934,,01/01/2022,12/31/2022
100359,MSPB-1,1.008884,,01/01/2022,12/31/2022
100360,MSPB-1,1.044531,,01/01/2022,12/31/2022
100361,MSPB-1,1.026365,,01/01/2022,12/31/2022
110001,MSPB-1,0.974584,,01/01/2022,12/31/2022
110002,MSPB-1,0.987526,,01/01/2022,12/31/2022
110003,MSPB-1,1.030657,,01/01/2022,12/31/2022
110005,MSPB-1,1.004931,,01/01/2022,12/31/2022
110006,MSPB-1,0.969694,,01/01/2022,12/31/2022
110007,MSPB-1,0.960167,,01/01/2022,12/31/2022
110008,MSPB-1,0.952568,,01/01/2022,12/31/2022
110010,MSPB-1,0.936714,,01/01/2022,12/31/2022
110011,MSPB-1,1.006076,,01/01/2022,12/31/2022
110015,MSPB-1,1.028103,,01/01/2022,12/31/2022
110016,MSPB-1,0.977599,,01/01/2022,12/31/2022
110018,MSPB-1,0.957571,,01/01/2022,12/31/2022
110023,MSPB-1,0.922715,,01/01/2022,12/31/2022
110024,MSPB-1,1.106518,,01/01/2022,12/31/2022
110025,MSPB-1,0.97827,,01/01/2022,12/31/2022
110027,MSPB-1,1.068191,,01/01/2022,12/31/2022
110028,MSPB-1,1.056701,,01/01/2022,12/31/2022
110029,MSPB-1,0.96497,,01/01/2022,12/31/2022
110030,MSPB-1,0.973167,,01/01/2022,12/31/2022
110031,MSPB-1,1.052991,,01/01/2022,12/31/2022
110032,MSPB-1,0.787092,,01/01/2022,12/31/2022
110034,MSPB-1,1.053167,,01/01/2022,12/31/2022
110035,MSPB-1,0.957931,,01/01/2022,12/31/2022
110036,MSPB-1,1.013333,,01/01/2022,12/31/2022
110038,MSPB-1,0.998599,,01/01/2022,12/31/2022
110041,MSPB-1,0.926393,,01/01/2022,12/31/2022
110042,MSPB-1,0.890515,,01/01/2022,12/31/2022
110043,MSPB-1,1.044288,,01/01/2022,12/31/2022
110044,MSPB-1,0.924641,,01/01/2022,12/31/2022
110045,MSPB-1,0.851517,,01/01/2022,12/31/2022
110046,MSPB-1,1.040933,,01/01/2022,12/31/2022
110050,MSPB-1,0.88886,,01/01/2022,12/31/2022
110051,MSPB-1,1.047186,,01/01/2022,12/31/2022
110054,MSPB-1,1.055234,,01/01/2022,12/31/2022
110064,MSPB-1,1.195679,,01/01/2022,12/31/2022
110069,MSPB-1,0.957485,,01/01/2022,12/31/2022
110071,MSPB-1,0.971181,,01/01/2022,12/31/2022
110073,MSPB-1,0.92049,,01/01/2022,12/31/2022
110074,MSPB-1,0.947954,,01/01/2022,12/31/2022
110075,MSPB-1,1.055178,,01/01/2022,12/31/2022
110076,MSPB-1,0.993024,,01/01/2022,12/31/2022
110078,MSPB-1,0.960463,,01/01/2022,12/31/2022
110079,MSPB-1,0.983056,,01/01/2022,12/31/2022
110082,MSPB-1,0.930086,,01/01/2022,12/31/2022
110083,MSPB-1,0.934115,,01/01/2022,12/31/2022
110086,MSPB-1,0.89407,,01/01/2022,12/31/2022
110087,MSPB-1,1.004695,,01/01/2022,12/31/2022
110089,MSPB-1,0.96347,,01/01/2022,12/31/2022
110091,MSPB-1,0.929118,,01/01/2022,12/31/2022
110092,MSPB-1,1.047035,,01/01/2022,12/31/2022
110095,MSPB-1,0.935941,,01/01/2022,12/31/2022
110100,MSPB-1,0.754702,,01/01/2022,12/31/2022
110101,MSPB-1,0.952595,,01/01/2022,12/31/2022
110104,MSPB-1,0.881482,,01/01/2022,12/31/2022
110105,MSPB-1,0.939218,,01/01/2022,12/31/2022
110107,MSPB-1,1.061357,,01/01/2022,12/31/2022
110109,MSPB-1,0.877063,,01/01/2022,12/31/2022
110111,MSPB-1,0.90248,,01/01/2022,12/31/2022
110113,MSPB-1,1.316555,,01/01/2022,12/31/2022
110121,MSPB-1,0.921301,,01/01/2022,12/31/2022
110122,MSPB-1,0.98051,,01/01/2022,12/31/2022
110124,MSPB-1,1.064348,,01/01/2022,12/31/2022
110125,MSPB-1,0.951923,,01/01/2022,12/31/2022
110128,MSPB-1,0.941867,,01/01/2022,12/31/2022
110129,MSPB-1,1.004262,,01/01/2022,12/31/2022
110132,MSPB-1,0.978734,,01/01/2022,12/31/2022
110135,MSPB-1,1.243439,,01/01/2022,12/31/2022
110142,MSPB-1,0.969226,,01/01/2022,12/31/2022
110143,MSPB-1,0.967012,,01/01/2022,12/31/2022
110146,MSPB-1,0.891751,,01/01/2022,12/31/2022
110150,MSPB-1,0.915527,,01/01/2022,12/31/2022
110153,MSPB-1,0.983488,,01/01/2022,12/31/2022
110161,MSPB-1,0.968796,,01/01/2022,12/31/2022
110164,MSPB-1,1.034903,,01/01/2022,12/31/2022
110165,MSPB-1,0.935933,,01/01/2022,12/31/2022
110168,MSPB-1,0.925652,,01/01/2022,12/31/2022
110177,MSPB-1,0.966957,,01/01/2022,12/31/2022
110184,MSPB-1,0.925564,,01/01/2022,12/31/2022
110189,MSPB-1,0.941997,,01/01/2022,12/31/2022
110190,MSPB-1,,1.0,01/01/2022,12/31/2022
110191,MSPB-1,0.994845,,01/01/2022,12/31/2022
110192,MSPB-1,0.987094,,01/01/2022,12/31/2022
110194,MSPB-1,0.859272,,01/01/2022,12/31/2022
110198,MSPB-1,0.994647,,01/01/2022,12/31/2022
110200,MSPB-1,1.043654,,01/01/2022,12/31/2022
110201,MSPB-1,1.00133,,01/01/2022,12/31/2022
110209,MSPB-1,1.247224,,01/01/2022,12/31/2022
110215,MSPB-1,0.974016,,01/01/2022,12/31/2022
110225,MSPB-1,0.909157,,01/01/2022,12/31/2022
110226,MSPB-1,0.94104,,01/01/2022,12/31/2022
110229,MSPB-1,0.939492,,01/01/2022,12/31/2022
110230,MSPB-1,0.912473,,01/01/2022,12/31/2022
110233,MSPB-1,1.079987,,01/01/2022,12/31/2022
110234,MSPB-1,,1.0,01/01/2022,12/31/2022
110236,MSPB-1,1.074457,,01/01/2022,12/31/2022
110237,MSPB-1,0.787949,,01/01/2022,12/31/2022
110252,MSPB-1,0.998883,,01/01/2022,12/31/2022
120001,MSPB-1,0.921167,,01/01/2022,12/31/2022
120002,MSPB-1,0.947657,,01/01/2022,12/31/2022
120004,MSPB-1,0.82541,,01/01/2022,12/31/2022
120005,MSPB-1,0.908562,,01/01/2022,12/31/2022
120006,MSPB-1,0.917646,,01/01/2022,12/31/2022
120007,MSPB-1,0.995902,,01/01/2022,12/31/2022
120011,MSPB-1,0.857118,,01/01/2022,12/31/2022
120014,MSPB-1,0.882711,,01/01/2022,12/31/2022
120019,MSPB-1,0.835204,,01/01/2022,12/31/2022
120022,MSPB-1,0.981517,,01/01/2022,12/31/2022
120026,MSPB-1,0.940525,,01/01/2022,12/31/2022
120028,MSPB-1,0.863937,,01/01/2022,12/31/2022
130002,MSPB-1,0.931188,,01/01/2022,12/31/2022
130003,MSPB-1,1.012712,,01/01/2022,12/31/2022
130006,MSPB-1,0.956332,,01/01/2022,12/31/2022
130007,MSPB-1,1.00599,,01/01/2022,12/31/2022
130013,MSPB-1,0.965585,,01/01/2022,12/31/2022
130014,MSPB-1,0.886443,,01/01/2022,12/31/2022
130018,MSPB-1,0.988021,,01/01/2022,12/31/2022
130025,MSPB-1,0.926966,,01/01/2022,12/31/2022
130028,MSPB-1,1.002491,,01/01/2022,12/31/2022
130049,MSPB-1,0.948498,,01/01/2022,12/31/2022
130063,MSPB-1,0.891934,,01/01/2022,12/31/2022
130065,MSPB-1,1.041463,,01/01/2022,12/31/2022
130066,MSPB-1,0.897128,,01/01/2022,12/31/2022
130071,MSPB-1,0.882358,,01/01/2022,12/31/2022
130073,MSPB-1,,1.0,01/01/2022,12/31/2022
130074,MSPB-1,1.062726,,01/01/2022,12/31/2022
140001,MSPB-1,0.988396,,01/01/2022,12/31/2022
140002,MSPB-1,0.938036,,01/01/2022,12/31/2022
140007,MSPB-1,1.116151,,01/01/2022,12/31/2022
140008,MSPB-1,1.007239,,01/01/2022,12/31/2022
140010,MSPB-1,0.959668,,01/01/2022,12/31/2022
140011,MSPB-1,1.060485,,01/01/2022,12/31/2022
140012,MSPB-1,0.920775,,01/01/2022,12/31/2022
140013,MSPB-1,0.899081,,01/01/2022,12/31/2022
140015,MSPB-1,0.960954,,01/01/2022,12/31/2022
140018,MSPB-1,0.968574,,01/01/2022,12/31/2022
140019,MSPB-1,0.839826,,01/01/2022,12/31/2022
140029,MSPB-1,1.045921,,01/01/2022,12/31/2022
140030,MSPB-1,1.022513,,01/01/2022,12/31/2022
140032,MSPB-1,0.911984,,01/01/2022,12/31/2022
140034,MSPB-1,0.919567,,01/01/2022,12/31/2022
140043,MSPB-1,0.979774,,01/01/2022,12/31/2022
140046,MSPB-1,0.983388,,01/01/2022,12/31/2022
140048,MSPB-1,0.970563,,01/01/2022,12/31/2022
140049,MSPB-1,0.936749,,01/01/2022,12/31/2022
140052,MSPB-1,0.934771,,01/01/2022,12/31/2022
140053,MSPB-1,1.027658,,01/01/2022,12/31/2022
140054,MSPB-1,0.988163,,01/01/2022,12/31/2022
140059,MSPB-1,1.036823,,01/01/2022,12/31/2022
140062,MSPB-1,0.984645,,01/01/2022,12/31/2022
140063,MSPB-1,0.89113,,01/01/2022,12/31/2022
140064,MSPB-1,0.994716,,01/01/2022,12/31/2022
140065,MSPB-1,1.03885,,01/01/2022,12/31/2022
140067,MSPB-1,0.954627,,01/01/2022,12/31/2022
140068,MSPB-1,1.134516,,01/01/2022,12/31/2022
140077,MSPB-1,1.06398,,01/01/2022,12/31/2022
140080,MSPB-1,1.060786,,01/01/2022,12/31/2022
140082,MSPB-1,1.090815,,01/01/2022,12/31/2022
140083,MSPB-1,1.108727,,01/01/2022,12/31/2022
140084,MSPB-1,0.986545,,01/01/2022,12/31/2022
140088,MSPB-1,0.990717,,01/01/2022,12/31/2022
140089,MSPB-1,0.990939,,01/01/2022,12/31/2022
140091,MSPB-1,0.982875,,01/01/2022,12/31/2022
140093,MSPB-1,0.982294,,01/01/2022,12/31/2022
140095,MSPB-1,0.989072,,01/01/2022,12/31/2022
140100,MSPB-1,1.060091,,01/01/2022,12/31/2022
140101,MSPB-1,0.977357,,01/01/2022,12/31/2022
140103,MSPB-1,1.082483,,01/01/2022,12/31/2022
140110,MSPB-1,0.972682,,01/01/2022,12/31/2022
140113,MSPB-1,0.997974,,01/01/2022,12/31/2022
140114,MSPB-1,1.048519,,01/01/2022,12/31/2022
140115,MSPB-1,1.075875,,01/01/2022,12/31/2022
140116,MSPB-1,1.026932,,01/01/2022,12/31/2022
140117,MSPB-1,1.075641,,01/01/2022,12/31/2022
140119,MSPB-1,0.941966,,01/01/2022,12/31/2022
140120,MSPB-1,0.909147,,01/01/2022,12/31/2022
140122,MSPB-1,1.019358,,01/01/2022,12/31/2022
140124,MSPB-1,0.85998,,01/01/2022,12/31/2022
140125,MSPB-1,0.934138,,01/01/2022,12/31/2022
140127,MSPB-1,0.954833,,01/01/2022,12/31/2022
140130,MSPB-1,0.943473,,01/01/2022,12/31/2022
140133,MSPB-1,1.038346,,01/01/2022,12/31/2022
140135,MSPB-1,1.015105,,01/01/2022,12/31/2022
140137,MSPB-1,0.982041,,01/01/2022,12/31/2022
140143,MSPB-1,1.087537,,01/01/2022,12/31/2022
140145,MSPB-1,0.878446,,01/01/2022,12/31/2022
140147,MSPB-1,0.990127,,01/01/2022,12/31/2022
140148,MSPB-1,1.036026,,01/01/2022,12/31/2022
140150,MSPB-1,1.002536,,01/01/2022,12/31/2022
140155,MSPB-1,0.935861,,01/01/2022,12/31/2022
140158,MSPB-1,1.150884,,01/01/2022,12/31/2022
140160,MSPB-1,1.057873,,01/01/2022,12/31/2022
140161,MSPB-1,0.936472,,01/01/2022,12/31/2022
140162,MSPB-1,0.920322,,01/01/2022,12/31/2022
140164,MSPB-1,1.092213,,01/01/2022,12/31/2022
140166,MSPB-1,1.009946,,01/01/2022,12/31/2022
140167,MSPB-1,0.927589,,01/01/2022,12/31/2022
140172,MSPB-1,0.974783,,01/01/2022,12/31/2022
140174,MSPB-1,0.996665,,01/01/2022,12/31/2022
140177,MSPB-1,1.057608,,01/01/2022,12/31/2022
140179,MSPB-1,0.949769,,01/01/2022,12/31/2022
