facility__i_d,measure__i_d,value,footnote,start__date,end__date
140180,MSPB-1,1.017312,,01/01/2022,12/31/2022
140181,MSPB-1,1.054703,,01/01/2022,12/31/2022
140182,MSPB-1,1.041372,,01/01/2022,12/31/2022
140184,MSPB-1,0.969846,,01/01/2022,12/31/2022
140185,MSPB-1,0.993364,,01/01/2022,12/31/2022
140186,MSPB-1,1.063355,,01/01/2022,12/31/2022
140187,MSPB-1,0.988015,,01/01/2022,12/31/2022
140189,MSPB-1,0.976139,,01/01/2022,12/31/2022
140191,MSPB-1,1.041531,,01/01/2022,12/31/2022
140197,MSPB-1,0.980066,,01/01/2022,12/31/2022
140200,MSPB-1,1.014231,,01/01/2022,12/31/2022
140202,MSPB-1,0.97399,,01/01/2022,12/31/2022
140206,MSPB-1,1.013636,,01/01/2022,12/31/2022
140208,MSPB-1,0.989817,,01/01/2022,12/31/2022
140209,MSPB-1,0.974457,,01/01/2022,12/31/2022
140210,MSPB-1,0.92177,,01/01/2022,12/31/2022
140211,MSPB-1,0.977989,,01/01/2022,12/31/2022
140213,MSPB-1,1.002765,,01/01/2022,12/31/2022
140217,MSPB-1,1.099212,,01/01/2022,12/31/2022
140223,MSPB-1,1.037424,,01/01/2022,12/31/2022
140224,MSPB-1,0.951342,,01/01/2022,12/31/2022
140228,MSPB-1,0.99459,,01/01/2022,12/31/2022
140231,MSPB-1,1.003758,,01/01/2022,12/31/2022
140233,MSPB-1,1.047753,,01/01/2022,12/31/2022
140234,MSPB-1,1.051439,,01/01/2022,12/31/2022
140239,MSPB-1,1.014959,,01/01/2022,12/31/2022
140242,MSPB-1,0.994499,,01/01/2022,12/31/2022
140251,MSPB-1,1.144497,,01/01/2022,12/31/2022
140252,MSPB-1,1.013376,,01/01/2022,12/31/2022
140258,MSPB-1,1.056888,,01/01/2022,12/31/2022
140275,MSPB-1,0.943358,,01/01/2022,12/31/2022
140276,MSPB-1,0.96367,,01/01/2022,12/31/2022
140280,MSPB-1,0.958443,,01/01/2022,12/31/2022
140281,MSPB-1,0.972834,,01/01/2022,12/31/2022
140286,MSPB-1,0.996274,,01/01/2022,12/31/2022
140288,MSPB-1,1.010873,,01/01/2022,12/31/2022
140289,MSPB-1,1.015732,,01/01/2022,12/31/2022
140290,MSPB-1,1.095813,,01/01/2022,12/31/2022
140291,MSPB-1,0.958531,,01/01/2022,12/31/2022
140292,MSPB-1,1.074274,,01/01/2022,12/31/2022
140294,MSPB-1,0.989629,,01/01/2022,12/31/2022
140300,MSPB-1,0.789183,,01/01/2022,12/31/2022
140304,MSPB-1,1.025582,,01/01/2022,12/31/2022
150001,MSPB-1,0.993678,,01/01/2022,12/31/2022
150002,MSPB-1,1.085932,,01/01/2022,12/31/2022
150005,MSPB-1,0.92237,,01/01/2022,12/31/2022
150006,MSPB-1,1.070046,,01/01/2022,12/31/2022
150007,MSPB-1,1.016553,,01/01/2022,12/31/2022
150008,MSPB-1,1.112583,,01/01/2022,12/31/2022
150009,MSPB-1,1.067156,,01/01/2022,12/31/2022
150010,MSPB-1,1.018854,,01/01/2022,12/31/2022
150011,MSPB-1,1.023327,,01/01/2022,12/31/2022
150012,MSPB-1,0.990539,,01/01/2022,12/31/2022
150015,MSPB-1,1.003226,,01/01/2022,12/31/2022
150017,MSPB-1,1.044413,,01/01/2022,12/31/2022
150018,MSPB-1,0.994506,,01/01/2022,12/31/2022
150021,MSPB-1,1.011945,,01/01/2022,12/31/2022
150022,MSPB-1,1.007312,,01/01/2022,12/31/2022
150023,MSPB-1,1.016502,,01/01/2022,12/31/2022
150024,MSPB-1,0.988389,,01/01/2022,12/31/2022
150026,MSPB-1,1.009893,,01/01/2022,12/31/2022
150030,MSPB-1,1.076166,,01/01/2022,12/31/2022
150034,MSPB-1,1.059853,,01/01/2022,12/31/2022
150035,MSPB-1,1.068885,,01/01/2022,12/31/2022
150037,MSPB-1,1.088647,,01/01/2022,12/31/2022
150042,MSPB-1,1.150831,,01/01/2022,12/31/2022
150044,MSPB-1,1.139768,,01/01/2022,12/31/2022
150045,MSPB-1,1.024351,,01/01/2022,12/31/2022
150046,MSPB-1,1.069037,,01/01/2022,12/31/2022
150047,MSPB-1,1.075901,,01/01/2022,12/31/2022
150048,MSPB-1,1.015897,,01/01/2022,12/31/2022
150051,MSPB-1,1.038167,,01/01/2022,12/31/2022
150056,MSPB-1,1.060995,,01/01/2022,12/31/2022
150057,MSPB-1,0.962173,,01/01/2022,12/31/2022
150058,MSPB-1,0.990662,,01/01/2022,12/31/2022
150059,MSPB-1,1.02993,,01/01/2022,12/31/2022
150061,MSPB-1,1.226343,,01/01/2022,12/31/2022
150065,MSPB-1,1.053386,,01/01/2022,12/31/2022
150069,MSPB-1,1.057552,,01/01/2022,12/31/2022
150072,MSPB-1,1.041051,,01/01/2022,12/31/2022
150074,MSPB-1,1.028275,,01/01/2022,12/31/2022
150075,MSPB-1,0.884728,,01/01/2022,12/31/2022
150076,MSPB-1,0.974568,,01/01/2022,12/31/2022
150082,MSPB-1,1.074592,,01/01/2022,12/31/2022
150084,MSPB-1,1.022504,,01/01/2022,12/31/2022
150086,MSPB-1,1.011986,,01/01/2022,12/31/2022
150088,MSPB-1,1.004369,,01/01/2022,12/31/2022
150089,MSPB-1,0.997063,,01/01/2022,12/31/2022
150090,MSPB-1,,1.0,01/01/2022,12/31/2022
150091,MSPB-1,0.969731,,01/01/2022,12/31/2022
150097,MSPB-1,0.982074,,01/01/2022,12/31/2022
150100,MSPB-1,1.063023,,01/01/2022,12/31/2022
150101,MSPB-1,0.920435,,01/01/2022,12/31/2022
150102,MSPB-1,0.985599,,01/01/2022,12/31/2022
150104,MSPB-1,0.939573,,01/01/2022,12/31/2022
150109,MSPB-1,1.006243,,01/01/2022,12/31/2022
150112,MSPB-1,0.959546,,01/01/2022,12/31/2022
150113,MSPB-1,1.036046,,01/01/2022,12/31/2022
150115,MSPB-1,1.007106,,01/01/2022,12/31/2022
150125,MSPB-1,1.093121,,01/01/2022,12/31/2022
150126,MSPB-1,1.042216,,01/01/2022,12/31/2022
150128,MSPB-1,1.061243,,01/01/2022,12/31/2022
150133,MSPB-1,0.917374,,01/01/2022,12/31/2022
150146,MSPB-1,0.939944,,01/01/2022,12/31/2022
150149,MSPB-1,0.967399,,01/01/2022,12/31/2022
150150,MSPB-1,1.03227,,01/01/2022,12/31/2022
150153,MSPB-1,0.951018,,01/01/2022,12/31/2022
150157,MSPB-1,0.979855,,01/01/2022,12/31/2022
150158,MSPB-1,0.990254,,01/01/2022,12/31/2022
150160,MSPB-1,0.883751,,01/01/2022,12/31/2022
150161,MSPB-1,0.993025,,01/01/2022,12/31/2022
150162,MSPB-1,0.982489,,01/01/2022,12/31/2022
150165,MSPB-1,0.990526,,01/01/2022,12/31/2022
150166,MSPB-1,1.157683,,01/01/2022,12/31/2022
150167,MSPB-1,0.979833,,01/01/2022,12/31/2022
150168,MSPB-1,0.966433,,01/01/2022,12/31/2022
150169,MSPB-1,1.064632,,01/01/2022,12/31/2022
150172,MSPB-1,0.961972,,01/01/2022,12/31/2022
150173,MSPB-1,1.067406,,01/01/2022,12/31/2022
150177,MSPB-1,0.856281,,01/01/2022,12/31/2022
150179,MSPB-1,1.070633,,01/01/2022,12/31/2022
150181,MSPB-1,0.927657,,01/01/2022,12/31/2022
150183,MSPB-1,0.888785,,01/01/2022,12/31/2022
150191,MSPB-1,,1.0,01/01/2022,12/31/2022
150193,MSPB-1,0.945206,,01/01/2022,12/31/2022
160001,MSPB-1,0.907269,,01/01/2022,12/31/2022
160005,MSPB-1,0.929023,,01/01/2022,12/31/2022
160013,MSPB-1,0.876247,,01/01/2022,12/31/2022
160016,MSPB-1,0.95024,,01/01/2022,12/31/2022
160028,MSPB-1,0.929532,,01/01/2022,12/31/2022
160029,MSPB-1,0.95064,,01/01/2022,12/31/2022
160030,MSPB-1,0.954929,,01/01/2022,12/31/2022
160032,MSPB-1,0.945607,,01/01/2022,12/31/2022
160033,MSPB-1,0.970456,,01/01/2022,12/31/2022
160040,MSPB-1,0.931891,,01/01/2022,12/31/2022
160045,MSPB-1,0.93059,,01/01/2022,12/31/2022
160047,MSPB-1,0.984932,,01/01/2022,12/31/2022
160057,MSPB-1,0.925544,,01/01/2022,12/31/2022
160058,MSPB-1,1.055914,,01/01/2022,12/31/2022
160064,MSPB-1,0.962837,,01/01/2022,12/31/2022
160067,MSPB-1,0.992038,,01/01/2022,12/31/2022
160069,MSPB-1,0.938988,,01/01/2022,12/31/2022
160079,MSPB-1,0.956542,,01/01/2022,12/31/2022
160080,MSPB-1,0.923133,,01/01/2022,12/31/2022
160082,MSPB-1,0.948106,,01/01/2022,12/31/2022
160083,MSPB-1,0.996254,,01/01/2022,12/31/2022
160089,MSPB-1,1.047088,,01/01/2022,12/31/2022
160101,MSPB-1,0.907519,,01/01/2022,12/31/2022
160104,MSPB-1,0.936622,,01/01/2022,12/31/2022
160110,MSPB-1,0.923346,,01/01/2022,12/31/2022
160112,MSPB-1,0.945996,,01/01/2022,12/31/2022
160117,MSPB-1,0.934481,,01/01/2022,12/31/2022
160124,MSPB-1,0.953493,,01/01/2022,12/31/2022
160146,MSPB-1,0.982141,,01/01/2022,12/31/2022
160147,MSPB-1,0.895572,,01/01/2022,12/31/2022
160153,MSPB-1,0.993774,,01/01/2022,12/31/2022
170006,MSPB-1,1.035257,,01/01/2022,12/31/2022
170009,MSPB-1,0.982839,,01/01/2022,12/31/2022
170012,MSPB-1,1.043959,,01/01/2022,12/31/2022
170013,MSPB-1,1.02154,,01/01/2022,12/31/2022
170014,MSPB-1,0.978629,,01/01/2022,12/31/2022
170016,MSPB-1,1.011085,,01/01/2022,12/31/2022
170017,MSPB-1,0.968638,,01/01/2022,12/31/2022
170020,MSPB-1,1.005342,,01/01/2022,12/31/2022
170023,MSPB-1,0.987506,,01/01/2022,12/31/2022
170027,MSPB-1,1.030833,,01/01/2022,12/31/2022
170040,MSPB-1,1.007094,,01/01/2022,12/31/2022
170049,MSPB-1,1.00914,,01/01/2022,12/31/2022
170068,MSPB-1,0.996308,,01/01/2022,12/31/2022
170074,MSPB-1,0.956086,,01/01/2022,12/31/2022
170075,MSPB-1,0.999248,,01/01/2022,12/31/2022
170086,MSPB-1,1.047148,,01/01/2022,12/31/2022
170103,MSPB-1,1.060222,,01/01/2022,12/31/2022
170104,MSPB-1,1.009449,,01/01/2022,12/31/2022
170105,MSPB-1,0.960643,,01/01/2022,12/31/2022
170109,MSPB-1,0.948076,,01/01/2022,12/31/2022
170110,MSPB-1,0.978677,,01/01/2022,12/31/2022
170120,MSPB-1,0.953435,,01/01/2022,12/31/2022
170122,MSPB-1,0.989711,,01/01/2022,12/31/2022
170123,MSPB-1,0.995178,,01/01/2022,12/31/2022
170137,MSPB-1,0.912311,,01/01/2022,12/31/2022
170142,MSPB-1,0.948977,,01/01/2022,12/31/2022
170145,MSPB-1,0.944945,,01/01/2022,12/31/2022
170146,MSPB-1,0.966023,,01/01/2022,12/31/2022
170150,MSPB-1,1.155312,,01/01/2022,12/31/2022
170166,MSPB-1,0.892327,,01/01/2022,12/31/2022
170175,MSPB-1,0.930457,,01/01/2022,12/31/2022
170176,MSPB-1,1.015815,,01/01/2022,12/31/2022
170182,MSPB-1,0.992476,,01/01/2022,12/31/2022
170183,MSPB-1,0.89299,,01/01/2022,12/31/2022
170185,MSPB-1,1.04777,,01/01/2022,12/31/2022
170186,MSPB-1,1.004792,,01/01/2022,12/31/2022
170187,MSPB-1,0.937606,,01/01/2022,12/31/2022
170188,MSPB-1,0.853154,,01/01/2022,12/31/2022
170190,MSPB-1,0.969424,,01/01/2022,12/31/2022
170191,MSPB-1,1.037282,,01/01/2022,12/31/2022
170194,MSPB-1,0.944632,,01/01/2022,12/31/2022
170196,MSPB-1,0.98711,,01/01/2022,12/31/2022
170197,MSPB-1,1.011533,,01/01/2022,12/31/2022
170198,MSPB-1,0.827505,,01/01/2022,12/31/2022
170199,MSPB-1,,1.0,01/01/2022,12/31/2022
170200,MSPB-1,0.924782,,01/01/2022,12/31/2022
170203,MSPB-1,0.972153,,01/01/2022,12/31/2022
170204,MSPB-1,0.950162,,01/01/2022,12/31/2022
170208,MSPB-1,0.907061,,01/01/2022,12/31/2022
180001,MSPB-1,1.051059,,01/01/2022,12/31/2022
180002,MSPB-1,0.877503,,01/01/2022,12/31/2022
180004,MSPB-1,0.935455,,01/01/2022,12/31/2022
180005,MSPB-1,0.992429,,01/01/2022,12/31/2022
180009,MSPB-1,0.979566,,01/01/2022,12/31/2022
180010,MSPB-1,1.014647,,01/01/2022,12/31/2022
180011,MSPB-1,0.939348,,01/01/2022,12/31/2022
180012,MSPB-1,1.061643,,01/01/2022,12/31/2022
180013,MSPB-1,1.0559,,01/01/2022,12/31/2022
180016,MSPB-1,1.029382,,01/01/2022,12/31/2022
180017,MSPB-1,1.021629,,01/01/2022,12/31/2022
180018,MSPB-1,0.92998,,01/01/2022,12/31/2022
180019,MSPB-1,0.964607,,01/01/2022,12/31/2022
180020,MSPB-1,1.005204,,01/01/2022,12/31/2022
180024,MSPB-1,0.857562,,01/01/2022,12/31/2022
180025,MSPB-1,0.927056,,01/01/2022,12/31/2022
180027,MSPB-1,1.042503,,01/01/2022,12/31/2022
180029,MSPB-1,0.995219,,01/01/2022,12/31/2022
180035,MSPB-1,1.032478,,01/01/2022,12/31/2022
180038,MSPB-1,1.000894,,01/01/2022,12/31/2022
180040,MSPB-1,1.003545,,01/01/2022,12/31/2022
180043,MSPB-1,0.983681,,01/01/2022,12/31/2022
180044,MSPB-1,0.943437,,01/01/2022,12/31/2022
180045,MSPB-1,1.080948,,01/01/2022,12/31/2022
180046,MSPB-1,0.927154,,01/01/2022,12/31/2022
180048,MSPB-1,1.042536,,01/01/2022,12/31/2022
180049,MSPB-1,1.027492,,01/01/2022,12/31/2022
180050,MSPB-1,0.940529,,01/01/2022,12/31/2022
180051,MSPB-1,1.036886,,01/01/2022,12/31/2022
180056,MSPB-1,1.068419,,01/01/2022,12/31/2022
180064,MSPB-1,0.952756,,01/01/2022,12/31/2022
180066,MSPB-1,0.930883,,01/01/2022,12/31/2022
180067,MSPB-1,1.029764,,01/01/2022,12/31/2022
180069,MSPB-1,0.814492,,01/01/2022,12/31/2022
180070,MSPB-1,1.018723,,01/01/2022,12/31/2022
180078,MSPB-1,0.96092,,01/01/2022,12/31/2022
180079,MSPB-1,0.871793,,01/01/2022,12/31/2022
180080,MSPB-1,1.032524,,01/01/2022,12/31/2022
180087,MSPB-1,1.044551,,01/01/2022,12/31/2022
180088,MSPB-1,0.995796,,01/01/2022,12/31/2022
180092,MSPB-1,0.951706,,01/01/2022,12/31/2022
180093,MSPB-1,1.010676,,01/01/2022,12/31/2022
180095,MSPB-1,1.07345,,01/01/2022,12/31/2022
180101,MSPB-1,0.993481,,01/01/2022,12/31/2022
180102,MSPB-1,0.993134,,01/01/2022,12/31/2022
180103,MSPB-1,1.047457,,01/01/2022,12/31/2022
180104,MSPB-1,0.983583,,01/01/2022,12/31/2022
180105,MSPB-1,0.97554,,01/01/2022,12/31/2022
180106,MSPB-1,1.032521,,01/01/2022,12/31/2022
180115,MSPB-1,1.062044,,01/01/2022,12/31/2022
180116,MSPB-1,1.030708,,01/01/2022,12/31/2022
180124,MSPB-1,0.975287,,01/01/2022,12/31/2022
180127,MSPB-1,0.988876,,01/01/2022,12/31/2022
180128,MSPB-1,0.889511,,01/01/2022,12/31/2022
180130,MSPB-1,1.000933,,01/01/2022,12/31/2022
180132,MSPB-1,1.016388,,01/01/2022,12/31/2022
180138,MSPB-1,0.932136,,01/01/2022,12/31/2022
180139,MSPB-1,0.986295,,01/01/2022,12/31/2022
180141,MSPB-1,1.085332,,01/01/2022,12/31/2022
180143,MSPB-1,0.948786,,01/01/2022,12/31/2022
180149,MSPB-1,0.869426,,01/01/2022,12/31/2022
180154,MSPB-1,0.939396,,01/01/2022,12/31/2022
190002,MSPB-1,1.037612,,01/01/2022,12/31/2022
190004,MSPB-1,1.039476,,01/01/2022,12/31/2022
190005,MSPB-1,1.055242,,01/01/2022,12/31/2022
190006,MSPB-1,1.0599,,01/01/2022,12/31/2022
190007,MSPB-1,1.246078,,01/01/2022,12/31/2022
190008,MSPB-1,1.02762,,01/01/2022,12/31/2022
190011,MSPB-1,1.193111,,01/01/2022,12/31/2022
190013,MSPB-1,0.998835,,01/01/2022,12/31/2022
190014,MSPB-1,1.057351,,01/01/2022,12/31/2022
190015,MSPB-1,1.140805,,01/01/2022,12/31/2022
190017,MSPB-1,1.059741,,01/01/2022,12/31/2022
190019,MSPB-1,1.067862,,01/01/2022,12/31/2022
190020,MSPB-1,1.155272,,01/01/2022,12/31/2022
190025,MSPB-1,1.136276,,01/01/2022,12/31/2022
190026,MSPB-1,1.08107,,01/01/2022,12/31/2022
190027,MSPB-1,1.042102,,01/01/2022,12/31/2022
190034,MSPB-1,1.11096,,01/01/2022,12/31/2022
190036,MSPB-1,1.015738,,01/01/2022,12/31/2022
190039,MSPB-1,1.070762,,01/01/2022,12/31/2022
190040,MSPB-1,1.007881,,01/01/2022,12/31/2022
190041,MSPB-1,1.032495,,01/01/2022,12/31/2022
190044,MSPB-1,1.151513,,01/01/2022,12/31/2022
190045,MSPB-1,1.016191,,01/01/2022,12/31/2022
190046,MSPB-1,1.019383,,01/01/2022,12/31/2022
190050,MSPB-1,1.156803,,01/01/2022,12/31/2022
190053,MSPB-1,1.119506,,01/01/2022,12/31/2022
190054,MSPB-1,1.06407,,01/01/2022,12/31/2022
190060,MSPB-1,1.018756,,01/01/2022,12/31/2022
190064,MSPB-1,1.034585,,01/01/2022,12/31/2022
190065,MSPB-1,0.984228,,01/01/2022,12/31/2022
190079,MSPB-1,0.951857,,01/01/2022,12/31/2022
190081,MSPB-1,1.158885,,01/01/2022,12/31/2022
190086,MSPB-1,1.329108,,01/01/2022,12/31/2022
190088,MSPB-1,1.111588,,01/01/2022,12/31/2022
190090,MSPB-1,1.148274,,01/01/2022,12/31/2022
190098,MSPB-1,1.159871,,01/01/2022,12/31/2022
190099,MSPB-1,1.300372,,01/01/2022,12/31/2022
190102,MSPB-1,1.053484,,01/01/2022,12/31/2022
190106,MSPB-1,1.105152,,01/01/2022,12/31/2022
190111,MSPB-1,1.166926,,01/01/2022,12/31/2022
190114,MSPB-1,1.195574,,01/01/2022,12/31/2022
190116,MSPB-1,1.152358,,01/01/2022,12/31/2022
190118,MSPB-1,1.204512,,01/01/2022,12/31/2022
190125,MSPB-1,1.068172,,01/01/2022,12/31/2022
190128,MSPB-1,1.063744,,01/01/2022,12/31/2022
190133,MSPB-1,1.013002,,01/01/2022,12/31/2022
190140,MSPB-1,1.276499,,01/01/2022,12/31/2022
190144,MSPB-1,1.262631,,01/01/2022,12/31/2022
190145,MSPB-1,1.195715,,01/01/2022,12/31/2022
190151,MSPB-1,1.042448,,01/01/2022,12/31/2022
190160,MSPB-1,1.062363,,01/01/2022,12/31/2022
190164,MSPB-1,1.162214,,01/01/2022,12/31/2022
190167,MSPB-1,1.149675,,01/01/2022,12/31/2022
190176,MSPB-1,1.040525,,01/01/2022,12/31/2022
190183,MSPB-1,0.882169,,01/01/2022,12/31/2022
190184,MSPB-1,0.979099,,01/01/2022,12/31/2022
190190,MSPB-1,1.199345,,01/01/2022,12/31/2022
190201,MSPB-1,0.841892,,01/01/2022,12/31/2022
190202,MSPB-1,0.989775,,01/01/2022,12/31/2022
190204,MSPB-1,1.063578,,01/01/2022,12/31/2022
190208,MSPB-1,0.980941,,01/01/2022,12/31/2022
190218,MSPB-1,1.127584,,01/01/2022,12/31/2022
190241,MSPB-1,,1.0,01/01/2022,12/31/2022
190245,MSPB-1,0.928908,,01/01/2022,12/31/2022
190251,MSPB-1,1.028592,,01/01/2022,12/31/2022
190255,MSPB-1,,1.0,01/01/2022,12/31/2022
190256,MSPB-1,1.029808,,01/01/2022,12/31/2022
190259,MSPB-1,1.051772,,01/01/2022,12/31/2022
190266,MSPB-1,0.948791,,01/01/2022,12/31/2022
190267,MSPB-1,0.979182,,01/01/2022,12/31/2022
190270,MSPB-1,1.059613,,01/01/2022,12/31/2022
190274,MSPB-1,1.003744,,01/01/2022,12/31/2022
190278,MSPB-1,0.898048,,01/01/2022,12/31/2022
190298,MSPB-1,1.131568,,01/01/2022,12/31/2022
190300,MSPB-1,0.986109,,01/01/2022,12/31/2022
190303,MSPB-1,1.021477,,01/01/2022,12/31/2022
190308,MSPB-1,0.90859,,01/01/2022,12/31/2022
190312,MSPB-1,1.243611,,01/01/2022,12/31/2022
190313,MSPB-1,0.917045,,01/01/2022,12/31/2022
190315,MSPB-1,1.031113,,01/01/2022,12/31/2022
190316,MSPB-1,0.960594,,01/01/2022,12/31/2022
190317,MSPB-1,1.210307,,01/01/2022,12/31/2022
190318,MSPB-1,1.214704,,01/01/2022,12/31/2022
200001,MSPB-1,0.898882,,01/01/2022,12/31/2022
200008,MSPB-1,1.016638,,01/01/2022,12/31/2022
200009,MSPB-1,1.012547,,01/01/2022,12/31/2022
200018,MSPB-1,0.83095,,01/01/2022,12/31/2022
200019,MSPB-1,0.988907,,01/01/2022,12/31/2022
200020,MSPB-1,0.920118,,01/01/2022,12/31/2022
200021,MSPB-1,0.897889,,01/01/2022,12/31/2022
200024,MSPB-1,0.976818,,01/01/2022,12/31/2022
200031,MSPB-1,0.866269,,01/01/2022,12/31/2022
200033,MSPB-1,0.959869,,01/01/2022,12/31/2022
200034,MSPB-1,0.949175,,01/01/2022,12/31/2022
200037,MSPB-1,0.914106,,01/01/2022,12/31/2022
200039,MSPB-1,0.93797,,01/01/2022,12/31/2022
200041,MSPB-1,1.039596,,01/01/2022,12/31/2022
200050,MSPB-1,0.908197,,01/01/2022,12/31/2022
200052,MSPB-1,0.89694,,01/01/2022,12/31/2022
200063,MSPB-1,0.934837,,01/01/2022,12/31/2022
220001,MSPB-1,0.999655,,01/01/2022,12/31/2022
220002,MSPB-1,0.95877,,01/01/2022,12/31/2022
220008,MSPB-1,0.958022,,01/01/2022,12/31/2022
220010,MSPB-1,1.056704,,01/01/2022,12/31/2022
220011,MSPB-1,1.025149,,01/01/2022,12/31/2022
220012,MSPB-1,0.974719,,01/01/2022,12/31/2022
220015,MSPB-1,0.95637,,01/01/2022,12/31/2022
220016,MSPB-1,0.92082,,01/01/2022,12/31/2022
220017,MSPB-1,0.995184,,01/01/2022,12/31/2022
220019,MSPB-1,0.952407,,01/01/2022,12/31/2022
220020,MSPB-1,0.981142,,01/01/2022,12/31/2022
220024,MSPB-1,0.959852,,01/01/2022,12/31/2022
220029,MSPB-1,0.98015,,01/01/2022,12/31/2022
220030,MSPB-1,1.020016,,01/01/2022,12/31/2022
220031,MSPB-1,0.996704,,01/01/2022,12/31/2022
220033,MSPB-1,1.005016,,01/01/2022,12/31/2022
220035,MSPB-1,0.950171,,01/01/2022,12/31/2022
220036,MSPB-1,1.091457,,01/01/2022,12/31/2022
220046,MSPB-1,1.027603,,01/01/2022,12/31/2022
220049,MSPB-1,0.966177,,01/01/2022,12/31/2022
220052,MSPB-1,0.974626,,01/01/2022,12/31/2022
220060,MSPB-1,0.952233,,01/01/2022,12/31/2022
220062,MSPB-1,0.886643,,01/01/2022,12/31/2022
220063,MSPB-1,0.995569,,01/01/2022,12/31/2022
220065,MSPB-1,0.921091,,01/01/2022,12/31/2022
220066,MSPB-1,1.004812,,01/01/2022,12/31/2022
220070,MSPB-1,0.976156,,01/01/2022,12/31/2022
220071,MSPB-1,1.00515,,01/01/2022,12/31/2022
220073,MSPB-1,1.012588,,01/01/2022,12/31/2022
220074,MSPB-1,1.000331,,01/01/2022,12/31/2022
220075,MSPB-1,1.017046,,01/01/2022,12/31/2022
220077,MSPB-1,1.023145,,01/01/2022,12/31/2022
220080,MSPB-1,1.049001,,01/01/2022,12/31/2022
220083,MSPB-1,0.953212,,01/01/2022,12/31/2022
220084,MSPB-1,0.994006,,01/01/2022,12/31/2022
220086,MSPB-1,0.995852,,01/01/2022,12/31/2022
220088,MSPB-1,0.987086,,01/01/2022,12/31/2022
220090,MSPB-1,1.038531,,01/01/2022,12/31/2022
220095,MSPB-1,1.044091,,01/01/2022,12/31/2022
220098,MSPB-1,0.925822,,01/01/2022,12/31/2022
220100,MSPB-1,0.97809,,01/01/2022,12/31/2022
220101,MSPB-1,0.926724,,01/01/2022,12/31/2022
220105,MSPB-1,0.979787,,01/01/2022,12/31/2022
220108,MSPB-1,0.950417,,01/01/2022,12/31/2022
220110,MSPB-1,1.011755,,01/01/2022,12/31/2022
220111,MSPB-1,1.018276,,01/01/2022,12/31/2022
220116,MSPB-1,1.004758,,01/01/2022,12/31/2022
220119,MSPB-1,0.924994,,01/01/2022,12/31/2022
220135,MSPB-1,0.960173,,01/01/2022,12/31/2022
220163,MSPB-1,1.03479,,01/01/2022,12/31/2022
220171,MSPB-1,0.993486,,01/01/2022,12/31/2022
220175,MSPB-1,1.091641,,01/01/2022,12/31/2022
220176,MSPB-1,0.976852,,01/01/2022,12/31/2022
220177,MSPB-1,0.84776,,01/01/2022,12/31/2022
230002,MSPB-1,0.970611,,01/01/2022,12/31/2022
230003,MSPB-1,0.848817,,01/01/2022,12/31/2022
230005,MSPB-1,0.927844,,01/01/2022,12/31/2022
230013,MSPB-1,,1.0,01/01/2022,12/31/2022
230015,MSPB-1,0.988442,,01/01/2022,12/31/2022
230017,MSPB-1,0.916199,,01/01/2022,12/31/2022
230019,MSPB-1,0.946421,,01/01/2022,12/31/2022
230020,MSPB-1,1.035784,,01/01/2022,12/31/2022
230021,MSPB-1,0.956574,,01/01/2022,12/31/2022
230022,MSPB-1,0.925986,,01/01/2022,12/31/2022
230024,MSPB-1,0.998123,,01/01/2022,12/31/2022
230029,MSPB-1,0.971127,,01/01/2022,12/31/2022
230030,MSPB-1,0.975088,,01/01/2022,12/31/2022
230031,MSPB-1,0.9149,,01/01/2022,12/31/2022
230035,MSPB-1,0.821523,,01/01/2022,12/31/2022
230036,MSPB-1,0.940664,,01/01/2022,12/31/2022
230037,MSPB-1,0.892472,,01/01/2022,12/31/2022
230038,MSPB-1,0.952579,,01/01/2022,12/31/2022
230041,MSPB-1,1.002258,,01/01/2022,12/31/2022
230046,MSPB-1,0.976854,,01/01/2022,12/31/2022
230047,MSPB-1,1.01725,,01/01/2022,12/31/2022
230053,MSPB-1,0.977897,,01/01/2022,12/31/2022
230054,MSPB-1,0.994283,,01/01/2022,12/31/2022
230055,MSPB-1,0.977222,,01/01/2022,12/31/2022
230058,MSPB-1,0.882776,,01/01/2022,12/31/2022
230059,MSPB-1,0.936844,,01/01/2022,12/31/2022
230066,MSPB-1,0.964478,,01/01/2022,12/31/2022
230069,MSPB-1,0.918869,,01/01/2022,12/31/2022
230070,MSPB-1,1.02823,,01/01/2022,12/31/2022
230071,MSPB-1,0.913903,,01/01/2022,12/31/2022
230072,MSPB-1,0.879887,,01/01/2022,12/31/2022
230075,MSPB-1,0.936714,,01/01/2022,12/31/2022
230077,MSPB-1,1.006739,,01/01/2022,12/31/2022
230078,MSPB-1,,1.0,01/01/2022,12/31/2022
230080,MSPB-1,0.974024,,01/01/2022,12/31/2022
230081,MSPB-1,0.806188,,01/01/2022,12/31/2022
230085,MSPB-1,0.8715,,01/01/2022,12/31/2022
230089,MSPB-1,0.88794,,01/01/2022,12/31/2022
230092,MSPB-1,0.93698,,01/01/2022,12/31/2022
230093,MSPB-1,0.908395,,01/01/2022,12/31/2022
230095,MSPB-1,0.918178,,01/01/2022,12/31/2022
230096,MSPB-1,1.047979,,01/01/2022,12/31/2022
230097,MSPB-1,0.916094,,01/01/2022,12/31/2022
230099,MSPB-1,1.003758,,01/01/2022,12/31/2022
